Country Name,Country Code,Series Name,Series Code,Year,Value
New Zealand,NZL,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
New Zealand,NZL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,17011945022.1814
New Zealand,NZL,Lending interest rate (%),FR.INR.LEND,2011,6.10883251498722
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,2011,9774320144.00049
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,1679.71034177231
Nicaragua,NIC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,8.082387980991
Nicaragua,NIC,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,7938152810.7
Nicaragua,NIC,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,1892248423.80235
Nicaragua,NIC,Lending interest rate (%),FR.INR.LEND,2011,10.5378350892065
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,2011,8772950777.79176
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,510.75956176268
Niger,NER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,2.9423851401332
Niger,NER,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,2213013664.6
Niger,NER,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,
Niger,NER,Lending interest rate (%),FR.INR.LEND,2011,5.25591666666667
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,2011,414466676831.16
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,2418.41316975875
Nigeria,NGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,10.8261371880017
Nigeria,NGA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,34129232146.0
Nigeria,NGA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,33691784435.7376
Nigeria,NGA,Lending interest rate (%),FR.INR.LEND,2011,16.02
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,2011,10494626767.6445
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,5416.86672931659
North Macedonia,MKD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,3.9047542206973
North Macedonia,MKD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,5982687643.2
North Macedonia,MKD,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,2667393348.62602
North Macedonia,MKD,Lending interest rate (%),FR.INR.LEND,2011,9.60034455188952
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,2011,729000000.0
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,13598.7166094613
Northern Mariana Islands,MNP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,
Northern Mariana Islands,MNP,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Northern Mariana Islands,MNP,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,
Northern Mariana Islands,MNP,Lending interest rate (%),FR.INR.LEND,2011,
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,2011,501360549669.404
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,101221.813476644
Norway,NOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,1.28495158809152
Norway,NOR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Norway,NOR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,49397087253.2418
Norway,NOR,Lending interest rate (%),FR.INR.LEND,2011,
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,2011,77497529258.7776
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,25188.0074151885
Oman,OMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,4.0421886711639
Oman,OMN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Oman,OMN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,14365275106.0241
Oman,OMN,Lending interest rate (%),FR.INR.LEND,2011,6.52133333333333
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2011,230586581059.665
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,1131.73513834324
Pakistan,PAK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,11.9160927116277
Pakistan,PAK,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,65088322904.6
Pakistan,PAK,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,17697925812.3776
Pakistan,PAK,Lending interest rate (%),FR.INR.LEND,2011,14.4191666666667
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,2011,198873900.0
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,11000.879522071
Palau,PLW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,4.6746987951807
Palau,PLW,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Palau,PLW,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,
Palau,PLW,Lending interest rate (%),FR.INR.LEND,2011,
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,2011,35687738300.0
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,9662.29592216607
Panama,PAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,5.8758024367877
Panama,PAN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Panama,PAN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,2303727320.10768
Panama,PAN,Lending interest rate (%),FR.INR.LEND,2011,7.51833333333333
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,2011,17985138065.8549
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,2288.37591141234
Papua New Guinea,PNG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,4.44083401028971
Papua New Guinea,PNG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,12584089527.7
Papua New Guinea,PNG,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,4352806335.28355
Papua New Guinea,PNG,Lending interest rate (%),FR.INR.LEND,2011,10.8083333333333
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,2011,33756238766.5
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,5805.40154543044
Paraguay,PRY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,8.2539682539683
Paraguay,PRY,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,16051060833.8
Paraguay,PRY,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,4982545969.05874
Paraguay,PRY,Lending interest rate (%),FR.INR.LEND,2011,17.3980540247749
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2011,171761737046.585
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,5861.35793645245
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,3.36931095333853
Peru,PER,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,45012107240.1
Peru,PER,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,48913125192.9625
Peru,PER,Lending interest rate (%),FR.INR.LEND,2011,18.677925
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,2011,234216730295.938
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,2383.91892526787
Philippines,PHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,4.7184170471842
Philippines,PHL,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,66099697919.9
Philippines,PHL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,75123089217.1415
Philippines,PHL,Lending interest rate (%),FR.INR.LEND,2011,6.66325
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,2011,527848543023.469
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,13867.6669408192
Poland,POL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,4.2394014962594
Poland,POL,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Poland,POL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,97712435349.2055
Poland,POL,Lending interest rate (%),FR.INR.LEND,2011,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,2011,245426767676.002
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,23246.5425416481
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,3.65301100430724
Portugal,PRT,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Portugal,PRT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,20801304306.6758
Portugal,PRT,Lending interest rate (%),FR.INR.LEND,2011,
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,2011,100351700000.0
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,27278.8830499205
Puerto Rico,PRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,
Puerto Rico,PRI,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Puerto Rico,PRI,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,
Puerto Rico,PRI,Lending interest rate (%),FR.INR.LEND,2011,
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,2011,167775268626.374
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,103261.506539346
Qatar,QAT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,1.13836623529202
Qatar,QAT,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Qatar,QAT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,16809490742.533
Qatar,QAT,Lending interest rate (%),FR.INR.LEND,2011,5.48705867283659
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,2011,192623977894.173
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,9560.6755277458
Romania,ROU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,5.7892532881588
Romania,ROU,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Romania,ROU,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,48044368558.6277
Romania,ROU,Lending interest rate (%),FR.INR.LEND,2011,12.1275
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,2011,2045922753398.04
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,14305.33203125
Russian Federation,RUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,8.4404648593257
Russian Federation,RUS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Russian Federation,RUS,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,497410212789.354
Russian Federation,RUS,Lending interest rate (%),FR.INR.LEND,2011,8.45833333333333
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,2011,6884913658.10632
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,651.133677964662
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,3.0801706924026
Rwanda,RWA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,1460707197.2
Rwanda,RWA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,717579235.836789
Rwanda,RWA,Lending interest rate (%),FR.INR.LEND,2011,16.6675
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,2011,744097050.169115
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,3821.50678264479
Samoa,WSM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,5.23541591478434
Samoa,WSM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,368308475.7
Samoa,WSM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,128020438.747896
Samoa,WSM,Lending interest rate (%),FR.INR.LEND,2011,9.9625
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,2011,1813717438.69134
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,55601.3929703047
San Marino,SMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,2.89979584300123
San Marino,SMR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
San Marino,SMR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,341857697.19973
San Marino,SMR,Lending interest rate (%),FR.INR.LEND,2011,5.92
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,2011,226455001.243083
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,1219.80189089671
Sao Tome and Principe,STP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,14.3271667616801
Sao Tome and Principe,STP,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,229714903.5
Sao Tome and Principe,STP,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,52125217.7863105
Sao Tome and Principe,STP,Lending interest rate (%),FR.INR.LEND,2011,26.9500000025
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2011,676634666666.667
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,26966.2941648251
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,5.82621608838862
Saudi Arabia,SAU,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Saudi Arabia,SAU,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,556570950256.256
Saudi Arabia,SAU,Lending interest rate (%),FR.INR.LEND,2011,
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,2011,17814283639.3119
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,1374.67591873844
Senegal,SEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,3.40322829786971
Senegal,SEN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,5804988082.0
Senegal,SEN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,
Senegal,SEN,Lending interest rate (%),FR.INR.LEND,2011,5.25591666666667
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,2011,51251098408.0924
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,7082.2861666075
Serbia,SRB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,11.1373976342129
Serbia,SRB,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,31657124951.8
Serbia,SRB,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,15583042919.9853
Serbia,SRB,Lending interest rate (%),FR.INR.LEND,2011,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,2011,1058918707.26124
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,12110.0937461973
Seychelles,SYC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,2.55926772230953
Seychelles,SYC,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Seychelles,SYC,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,279115073.987238
Seychelles,SYC,Lending interest rate (%),FR.INR.LEND,2011,11.1899344887627
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,2011,4587078913.13315
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,718.161680687537
Sierra Leone,SLE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,6.79138291952621
Sierra Leone,SLE,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,1050427525.8
Sierra Leone,SLE,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,439130952.881157
Sierra Leone,SLE,Lending interest rate (%),FR.INR.LEND,2011,21.0
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,2011,279356499090.458
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,53891.4570264372
Singapore,SGP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,5.2477933984048
Singapore,SGP,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Singapore,SGP,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,243798272471.038
Singapore,SGP,Lending interest rate (%),FR.INR.LEND,2011,5.38
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,2011,936089385.47486
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,27317.5178881974
Sint Maarten (Dutch part),SXM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,4.58475435650401
Sint Maarten (Dutch part),SXM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Sint Maarten (Dutch part),SXM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,
Sint Maarten (Dutch part),SXM,Lending interest rate (%),FR.INR.LEND,2011,
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,2011,99705104723.4341
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,18469.4354316836
Slovak Republic,SVK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,3.9192859914629
Slovak Republic,SVK,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Slovak Republic,SVK,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,2417985582.87202
Slovak Republic,SVK,Lending interest rate (%),FR.INR.LEND,2011,
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,2011,51199194599.3094
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,24940.6284841605
Slovenia,SVN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,1.8028517194191
Slovenia,SVN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Slovenia,SVN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,986893174.497992
Slovenia,SVN,Lending interest rate (%),FR.INR.LEND,2011,
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,2011,1063895360.69907
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,1924.05277323978
Solomon Islands,SLB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,7.34270706018
Solomon Islands,SLB,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,257503829.4
Solomon Islands,SLB,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,412272152.61395
Solomon Islands,SLB,Lending interest rate (%),FR.INR.LEND,2011,13.1733333333333
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,2011,2906000096.93249
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,235.325945610434
Somalia,SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,
Somalia,SOM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,2940364939.5
Somalia,SOM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,
Somalia,SOM,Lending interest rate (%),FR.INR.LEND,2011,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,2011,458199494830.834
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,8646.05571071635
South Africa,ZAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,5.0008533879502
South Africa,ZAF,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,124137231364.7
South Africa,ZAF,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,48748260246.0381
South Africa,ZAF,Lending interest rate (%),FR.INR.LEND,2011,9.0
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,2011,14907308932.7534
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,1448.98435006408
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,46.8521757193597
South Sudan,SSD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
South Sudan,SSD,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,
South Sudan,SSD,Lending interest rate (%),FR.INR.LEND,2011,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2011,1487568659241.25
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,31824.6219134777
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,3.1961018883379
Spain,ESP,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Spain,ESP,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,46704835356.6883
Spain,ESP,Lending interest rate (%),FR.INR.LEND,2011,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,2011,67753284043.9282
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,3224.95736331928
Sri Lanka,LKA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,6.7167684358854
Sri Lanka,LKA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,25795379781.1
Sri Lanka,LKA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,6739196545.08981
Sri Lanka,LKA,Lending interest rate (%),FR.INR.LEND,2011,9.41175
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,2011,836092592.592593
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,17832.4572919975
St. Kitts and Nevis,KNA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,5.8351651957086
St. Kitts and Nevis,KNA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
St. Kitts and Nevis,KNA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,244261262.258249
St. Kitts and Nevis,KNA,Lending interest rate (%),FR.INR.LEND,2011,9.44508791429837
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,2011,1568370370.37037
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,9128.99442011613
St. Lucia,LCA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,2.76940794144093
St. Lucia,LCA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,455833314.8
St. Lucia,LCA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,213433689.006085
St. Lucia,LCA,Lending interest rate (%),FR.INR.LEND,2011,10.0020504342406
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,2011,775875748.523832
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,20930.5821177758
St. Martin (French part),MAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,
St. Martin (French part),MAF,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
St. Martin (French part),MAF,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,
St. Martin (French part),MAF,Lending interest rate (%),FR.INR.LEND,2011,
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,2011,713796370.37037
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,6527.68996854448
St. Vincent and the Grenadines,VCT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,3.1860311155246
St. Vincent and the Grenadines,VCT,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,305288166.5
St. Vincent and the Grenadines,VCT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,89626356.9120155
St. Vincent and the Grenadines,VCT,Lending interest rate (%),FR.INR.LEND,2011,9.13637805336276
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,2011,55018567210.5263
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,1332.6572265625
Sudan,SDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,18.0966171221351
Sudan,SDN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,21460776765.5
Sudan,SDN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,192529339.697522
Sudan,SDN,Lending interest rate (%),FR.INR.LEND,2011,
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,2011,4422276621.78703
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,7949.88867218383
Suriname,SUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,17.7117796414558
Suriname,SUR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Suriname,SUR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,816878191.094628
Suriname,SUR,Lending interest rate (%),FR.INR.LEND,2011,11.7611090271062
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,2011,570541353128.724
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,60379.7748160321
Sweden,SWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,2.9611507382214
Sweden,SWE,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Sweden,SWE,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,50213891950.8524
Sweden,SWE,Lending interest rate (%),FR.INR.LEND,2011,
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,2011,715888126682.396
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,90476.7589651577
Switzerland,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,0.2313492076509
Switzerland,CHE,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,
Switzerland,CHE,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,330585879227.201
Switzerland,CHE,Lending interest rate (%),FR.INR.LEND,2011,2.71833333333333
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2011,67539428159.4474
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,2952.14349372257
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,4.7531638888563
Syrian Arab Republic,SYR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,4980444783.4
Syrian Arab Republic,SYR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2011,
Syrian Arab Republic,SYR,Lending interest rate (%),FR.INR.LEND,2011,
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,2011,6522756255.012
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,833.601978202852
Tajikistan,TJK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2011,12.4315490430406
